step,epoch,loss,learning_rate,grad_norm,eval_loss,tokens_per_second
400,0.9122,0.27948293685913084,0.0001932076502039184,0.09036947786808014,,
410,0.935,0.27719504833221437,0.0001927513754323759,0.09545514732599258,,
420,0.9578,0.2746351480484009,0.00019228084454156306,0.08541702479124069,,
430,0.9806,0.2747706413269043,0.00019179612985325908,0.08895859122276306,,
439,1.0,,,,0.27420493960380554,
440,1.0023,0.2662785053253174,0.00019129730586932856,0.08953910320997238,,
450,1.0251,0.2488619565963745,0.00019078444926027012,0.09749216586351395,,
460,1.0479,0.24704058170318605,0.00019025763885343228,0.10451118648052216,,
470,1.0707,0.2510460615158081,0.00018971695562089718,0.09783206880092621,,
480,1.0935,0.24486322402954103,0.00018916248266703507,0.1032928079366684,,
490,1.1163,0.2514323711395264,0.00018859430521573112,0.09825773537158966,,
500,1.1391,0.2462550640106201,0.00018801251059728604,0.09336962550878525,,
510,1.1619,0.2422696590423584,0.00018741718823499337,0.09624944627285004,,
520,1.1847,0.2496922492980957,0.0001868084296313949,0.09614656865596771,,
530,1.2075,0.244087553024292,0.00018618632835421632,0.08893203735351562,,
540,1.2303,0.250036883354187,0.0001855509800219858,0.10212952643632889,,
550,1.2531,0.24069383144378662,0.0001849024822893372,0.09507577121257782,,
560,1.2759,0.25012574195861814,0.00018424093483200023,0.08802821487188339,,
570,1.2987,0.2549461841583252,0.00018356643933147986,0.10104997456073761,,
580,1.3216,0.24983789920806884,0.000182879099459428,0.09690512716770172,,
590,1.3444,0.24074032306671142,0.0001821790208617087,0.09734059125185013,,
600,1.3672,0.2558112621307373,0.00018146631114216,0.09591259062290192,,
610,1.39,0.25177755355834963,0.00018074107984605525,0.09585646539926529,,
620,1.4128,0.24312069416046142,0.0001800034384432654,0.10082139819860458,,
630,1.4356,0.25217223167419434,0.00017925350031112604,0.10062304884195328,,
640,1.4584,0.2458028793334961,0.00017849138071701092,0.10265187919139862,,
650,1.4812,0.247208309173584,0.0001777171968006151,0.08891598135232925,,
660,1.504,0.24832255840301515,0.00017693106755595016,0.10024577379226685,,
670,1.5268,0.24813399314880372,0.00017613311381305474,0.0969010591506958,,
680,1.5496,0.2536613464355469,0.00017532345821942254,0.10038796812295914,,
690,1.5724,0.24790403842926026,0.00017450222522115105,0.09593304246664047,,
700,1.5952,0.24496085643768312,0.0001736695410438139,0.10357080399990082,,
710,1.618,0.24707248210906982,0.00017282553367305975,0.0984029620885849,,
720,1.6408,0.23920102119445802,0.0001719703328349405,0.09696198999881744,,
730,1.6636,0.2528423547744751,0.00017110406997597206,0.09931706637144089,,
740,1.6864,0.25059573650360106,0.00017022687824293077,0.09765789657831192,,
750,1.7092,0.2526743173599243,0.0001693388924623883,0.10030056536197662,,
760,1.732,0.2499479055404663,0.00016844024911998853,0.10261978954076767,,
770,1.7548,0.24056551456451417,0.00016753108633946938,0.09364655613899231,,
780,1.7777,0.24305837154388427,0.0001666115438614328,0.09269143640995026,,
790,1.8005,0.2459254026412964,0.00016568176302186633,0.10183978080749512,,
800,1.8233,0.2462146282196045,0.00016474188673041938,0.10138065367937088,,
810,1.8461,0.24146389961242676,0.00016379205944843763,0.09880587458610535,,
820,1.8689,0.2422016143798828,0.00016283242716675898,0.0898992046713829,,
830,1.8917,0.2425062894821167,0.00016186313738327448,0.09249180555343628,,
840,1.9145,0.2509158134460449,0.00016088433908025736,0.09721028804779053,,
850,1.9373,0.24993367195129396,0.00015989618270146423,0.09854039549827576,,
860,1.9601,0.2521325349807739,0.0001588988201290114,0.10476793348789215,,
870,1.9829,0.2415093421936035,0.00015789240466003034,0.09586741775274277,,
878,2.0,,,,0.2665853798389435,
880,2.0046,0.2412111520767212,0.00015687709098310534,0.0872228741645813,,
890,2.0274,0.2061213731765747,0.0001558530351544977,0.11612656712532043,,
900,2.0502,0.20732181072235106,0.0001548203945741593,0.11378179490566254,,
910,2.073,0.2003641128540039,0.00015377932796153986,0.11660349369049072,,
920,2.0958,0.2011108636856079,0.00015272999533119162,0.11591542512178421,,
930,2.1186,0.20518434047698975,0.0001516725579681743,0.11309070885181427,,
940,2.1414,0.20069687366485595,0.00015060717840326544,0.11433779448270798,,
950,2.1642,0.20287001132965088,0.00014953402038797906,0.11530344188213348,,
960,2.187,0.20410783290863038,0.0001484532488693963,0.11971234530210495,,
970,2.2098,0.20944018363952638,0.00014736502996481315,0.11471188813447952,,
980,2.2326,0.2068716764450073,0.00014626953093620725,0.12331993132829666,,
990,2.2554,0.20961349010467528,0.0001451669201645298,0.11919934302568436,,
1000,2.2782,0.21198291778564454,0.00014405736712382462,0.10992176830768585,,
1010,2.301,0.20271847248077393,0.00014294104235517983,0.11227864027023315,,
1020,2.3238,0.20725367069244385,0.00014181811744051507,0.11524245887994766,,
1030,2.3466,0.20364141464233398,0.00014068876497620888,0.10779991745948792,,
1040,2.3694,0.20755534172058104,0.0001395531585465706,0.11874765157699585,,
1050,2.3922,0.20934438705444336,0.00013841147269715948,0.11273492872714996,,
1060,2.4151,0.20689623355865477,0.00013726388290795697,0.1093490943312645,,
1070,2.4379,0.20701782703399657,0.00013611056556639487,0.11612605303525925,,
1080,2.4607,0.20803380012512207,0.0001349516979402442,0.11293894797563553,,
1090,2.4835,0.2081300735473633,0.0001337874581503685,0.11231660842895508,,
1100,2.5063,0.2058184862136841,0.0001326180251433466,0.11134032160043716,,
1110,2.5291,0.2104348659515381,0.00013144357866396765,0.11343937367200851,,
1120,2.5519,0.21332290172576904,0.00013026429922760415,0.11570052802562714,,
1130,2.5747,0.20965254306793213,0.00012908036809246623,0.11211688816547394,,
1140,2.5975,0.21261589527130126,0.00012789196723174187,0.1208193376660347,,
1150,2.6203,0.20934956073760985,0.00012669927930562697,0.11086671054363251,,
1160,2.6431,0.2089531421661377,0.00012550248763325018,0.11778437346220016,,
1170,2.6659,0.21034493446350097,0.0001243017761644963,0.11132127791643143,,
1180,2.6887,0.2146682024002075,0.00012309732945173265,0.10934459418058395,,
1190,2.7115,0.21267542839050294,0.00012188933262144289,0.1064184159040451,,
1200,2.7343,0.20282518863677979,0.00012067797134577275,0.11497627198696136,,
1210,2.7571,0.21206860542297362,0.00011946343181399158,0.11392520368099213,,
1220,2.7799,0.20597074031829835,0.00011824590070387465,0.11308405548334122,,
1230,2.8027,0.21057479381561278,0.00011702556515301046,0.1155892089009285,,
1240,2.8255,0.21538870334625243,0.00011580261273003701,0.11980794370174408,,
1250,2.8483,0.2081387758255005,0.00011457723140581204,0.10957186669111252,,
1260,2.8712,0.2075639247894287,0.00011334960952452169,0.11168123036623001,,
1270,2.894,0.20615766048431397,0.00011211993577473121,0.11113595217466354,,
1280,2.9168,0.20857820510864258,0.00011088839916038316,0.11251232773065567,,
1290,2.9396,0.20733494758605958,0.00010965518897174722,0.11452104896306992,,
1300,2.9624,0.20798001289367676,0.00010842049475632552,0.11850861459970474,,
1310,2.9852,0.21216950416564942,0.00010718450628971882,0.11571681499481201,,
1317,3.0,,,,0.275271475315094,
1320,3.0068,0.19888217449188234,0.00010594741354645758,0.10450541973114014,,
1330,3.0296,0.16074159145355224,0.0001047094066708024,0.1318834125995636,,
1340,3.0525,0.157830548286438,0.0001034706759475182,0.1373814344406128,,
1350,3.0753,0.157350492477417,0.00010223141177262723,0.1345416158437729,,
1360,3.0981,0.1648165464401245,0.00010099180462414453,0.1360890120267868,,
1370,3.1209,0.16360735893249512,9.975204503280098e-05,0.14687466621398926,,
1380,3.1437,0.16585012674331664,9.851232355275845e-05,0.1434255987405777,,
1390,3.1665,0.16242097616195678,9.727283073232088e-05,0.1397138088941574,,
1400,3.1893,0.16157960891723633,9.603375708464672e-05,0.1415531188249588,,
1410,3.2121,0.1640328884124756,9.479529305846652e-05,0.13968448340892792,,
1420,3.2349,0.1634208083152771,9.355762900881044e-05,0.13958270847797394,,
1430,3.2577,0.16553001403808593,9.232095516775023e-05,0.13001307845115662,,
1440,3.2805,0.1606894850730896,9.108546161516019e-05,0.15001258254051208,,
1450,3.3033,0.15688341856002808,8.985133824950117e-05,0.15633520483970642,,
1460,3.3261,0.16422251462936402,8.861877475863295e-05,0.13337258994579315,,
1470,3.3489,0.16575273275375366,8.738796059065865e-05,0.13873761892318726,,
1480,3.3717,0.16140514612197876,8.615908492480598e-05,0.1419326364994049,,
1490,3.3945,0.16752153635025024,8.49323366423501e-05,0.1373983919620514,,
1500,3.4173,0.16461844444274903,8.370790429758196e-05,0.14932607114315033,,
1510,3.4401,0.1674888014793396,8.248597608882703e-05,0.13158036768436432,,
1520,3.4629,0.1658897280693054,8.126673982951887e-05,0.1422411948442459,,
1530,3.4857,0.16597083806991578,8.005038291933164e-05,0.13414673507213593,,
1540,3.5086,0.16670985221862794,7.883709231537621e-05,0.13764068484306335,,
1550,3.5314,0.16481295824050904,7.762705450346462e-05,0.1432759016752243,,
1560,3.5542,0.16348557472229003,7.642045546944653e-05,0.1389579176902771,,
1570,3.577,0.1635856509208679,7.521748067062279e-05,0.13909614086151123,,
1580,3.5998,0.16706908941268922,7.401831500724026e-05,0.15344257652759552,,
1590,3.6226,0.16970704793930053,7.28231427940721e-05,0.14597202837467194,,
1600,3.6454,0.1671757221221924,7.16321477320881e-05,0.14352190494537354,,
1610,3.6682,0.1624996542930603,7.044551288021948e-05,0.13750378787517548,,
1620,3.691,0.16870802640914917,6.926342062722223e-05,0.14013931155204773,,
1630,3.7138,0.16581625938415528,6.808605266364337e-05,0.1465063840150833,,
1640,3.7366,0.16428086757659913,6.691358995389493e-05,0.14692780375480652,,
1650,3.7594,0.16440918445587158,6.574621270843908e-05,0.15032288432121277,,
1660,3.7822,0.16338865756988524,6.458410035608922e-05,0.16283375024795532,,
1670,3.805,0.16984714269638063,6.342743151643162e-05,0.14286178350448608,,
1680,3.8278,0.1628429651260376,6.227638397237099e-05,0.13316841423511505,,
1690,3.8506,0.16567037105560303,6.11311346428046e-05,0.16188693046569824,,
1700,3.8734,0.16699105501174927,5.999185955542983e-05,0.14029203355312347,,
1710,3.8962,0.1649870753288269,5.885873381968794e-05,0.14863698184490204,,
1720,3.919,0.1620789051055908,5.77319315998493e-05,0.15567819774150848,,
1730,3.9418,0.1656046986579895,5.6611626088244194e-05,0.13232311606407166,,
1740,3.9647,0.16475334167480468,5.549798947864244e-05,0.14782558381557465,,
1750,3.9875,0.1649579405784607,5.4391192939786816e-05,0.141996830701828,,
1756,4.0,,,,0.30988842248916626,
1760,4.0091,0.1498832583427429,5.329140658908423e-05,0.11803123354911804,,
1770,4.0319,0.1230171799659729,5.2198799466457916e-05,0.17687039077281952,,
1780,4.0547,0.11937955617904664,5.111353950836575e-05,0.159981369972229,,
1790,4.0775,0.11939619779586792,5.003579352198805e-05,0.15255442261695862,,
1800,4.1003,0.11960493326187134,4.896572715958875e-05,0.15010011196136475,,
1810,4.1231,0.11944959163665772,4.790350489305428e-05,0.15900298953056335,,
1820,4.146,0.12182753086090088,4.6849289988613944e-05,0.17240527272224426,,
1830,4.1688,0.11956298351287842,4.5803244481745275e-05,0.18865714967250824,,
1840,4.1916,0.12141952514648438,4.4765529152268914e-05,0.15780159831047058,,
1850,4.2144,0.12382820844650269,4.373630349963641e-05,0.16543780267238617,,
1860,4.2372,0.12214485406875611,4.271572571841457e-05,0.15825754404067993,,
1870,4.26,0.1208424687385559,4.170395267397064e-05,0.16173860430717468,,
1880,4.2828,0.12428411245346069,4.0701139878361825e-05,0.16201522946357727,,
1890,4.3056,0.12517486810684203,3.970744146643251e-05,0.16486656665802002,,
1900,4.3284,0.12031692266464233,3.872301017212337e-05,0.17669883370399475,,
1910,4.3512,0.12175791263580323,3.774799730499605e-05,0.16542969644069672,,
1920,4.374,0.11932245492935181,3.6782552726975986e-05,0.17628833651542664,,
1930,4.3968,0.12032876014709473,3.582682482931877e-05,0.1745251715183258,,
1940,4.4196,0.1201902985572815,3.488096050980186e-05,0.17982901632785797,,
1950,4.4424,0.11914793252944947,3.3945105150145773e-05,0.17662695050239563,,
1960,4.4652,0.12316902875900268,3.3019402593668936e-05,0.16634894907474518,,
1970,4.488,0.12213718891143799,3.210399512317849e-05,0.16346874833106995,,
1980,4.5108,0.12193065881729126,3.119902343910076e-05,0.16770125925540924,,
1990,4.5336,0.11829419136047363,3.030462663785577e-05,0.1804226040840149,,
2000,4.5564,0.12414627075195313,2.9420942190477364e-05,0.16509543359279633,,
2010,4.5792,0.12429291009902954,2.8548105921483693e-05,0.16795164346694946,,
2020,4.6021,0.1229777216911316,2.7686251988000743e-05,0.17318253219127655,,
2030,4.6249,0.1238708734512329,2.6835512859141887e-05,0.16561657190322876,,
2040,4.6477,0.12178804874420165,2.599601929564709e-05,0.18896564841270447,,
2050,4.6705,0.12380808591842651,2.516790032978482e-05,0.17534197866916656,,
2060,4.6933,0.12177634239196777,2.4351283245519207e-05,0.1655697375535965,,
2070,4.7161,0.12572656869888305,2.354629355894632e-05,0.17971745133399963,,
2080,4.7389,0.11993170976638794,2.2753054999002088e-05,0.1773417443037033,,
2090,4.7617,0.11884369850158691,2.197168948844469e-05,0.17020609974861145,,
2100,4.7845,0.12231243848800659,2.120231712511481e-05,0.18967461585998535,,
2110,4.8073,0.12347105741500855,2.0445056163476374e-05,0.19041891396045685,,
2120,4.8301,0.12126092910766602,1.9700022996440382e-05,0.17070329189300537,,
2130,4.8529,0.12054435014724732,1.896733213747508e-05,0.17606842517852783,,
2140,4.8757,0.12022097110748291,1.82470962030051e-05,0.15794402360916138,,
2150,4.8985,0.12139589786529541,1.753942589510179e-05,0.15803006291389465,,
2160,4.9213,0.12021460533142089,1.684442998446817e-05,0.16336730122566223,,
2170,4.9441,0.12069356441497803,1.6162215293720652e-05,0.16205276548862457,,
2180,4.9669,0.12361298799514771,1.5492886680969963e-05,0.15859311819076538,,
2190,4.9897,0.12252267599105834,1.4836547023704328e-05,0.16755612194538116,,
2195,5.0,,,,0.37760740518569946,
2200,5.0114,0.10772863626480103,1.4193297202976952e-05,0.13925465941429138,,
2210,5.0342,0.09666864275932312,1.3563236087900234e-05,0.18523605167865753,,
2220,5.057,0.09364096522331238,1.2946460520449399e-05,0.16846612095832825,,
2230,5.0798,0.0944525122642517,1.2343065300577717e-05,0.1674165576696396,,
2240,5.1026,0.0941321611404419,1.1753143171645386e-05,0.15732033550739288,,
2250,5.1254,0.09242348670959473,1.1176784806164676e-05,0.1709798276424408,,
2260,5.1482,0.09584158062934875,1.0614078791863457e-05,0.17046880722045898,,
2270,5.171,0.09275045990943909,1.0065111618068845e-05,0.169605553150177,,
2280,5.1938,0.09363284707069397,9.529967662413709e-06,0.17864440381526947,,
2290,5.2166,0.09331257343292236,9.008729177867625e-06,0.18077680468559265,,
2300,5.2395,0.0947481632232666,8.501476280094311e-06,0.18743017315864563,,
2310,5.2623,0.09377243518829345,8.008286935137665e-06,0.158735454082489,,
2320,5.2851,0.09388423562049866,7.529236947438256e-06,0.1694967895746231,,
2330,5.3079,0.09516226649284362,7.064399948181921e-06,0.20169156789779663,,
2340,5.3307,0.09453350901603699,6.613847383982474e-06,0.17285974323749542,,
2350,5.3535,0.09376338720321656,6.177648505900235e-06,0.17607423663139343,,
2360,5.3763,0.09456411004066467,5.755870358797888e-06,0.1854659914970398,,
2370,5.3991,0.09214594960212708,5.348577771035579e-06,0.16283303499221802,,
2380,5.4219,0.09183971881866455,4.955833344506644e-06,0.18094958364963531,,
2390,5.4447,0.09287838339805603,4.577697445015472e-06,0.1778445839881897,,
2400,5.4675,0.09439176917076111,4.214228192999159e-06,0.16250932216644287,,
2410,5.4903,0.09330989122390747,3.865481454594322e-06,0.18274269998073578,,
2420,5.5131,0.09511157274246215,3.531510833050211e-06,0.1954062432050705,,
2430,5.5359,0.09367106556892395,3.2123676604898454e-06,0.1813621073961258,,
2440,5.5587,0.09552117586135864,2.908100990020113e-06,0.1762412190437317,,
2450,5.5815,0.09326072931289672,2.6187575881921665e-06,0.1707063615322113,,
2460,5.6043,0.09541349411010742,2.3443819278132996e-06,0.18600617349147797,,
2470,5.6271,0.09300493597984313,2.085016181111388e-06,0.18175581097602844,,
2480,5.6499,0.09182589054107666,1.8407002132528773e-06,0.1697838008403778,,
2490,5.6727,0.0906283974647522,1.6114715762154064e-06,0.17979645729064941,,
2500,5.6956,0.09403982758522034,1.3973655030160126e-06,0.20024162530899048,,
2510,5.7184,0.09350950717926025,1.198414902295686e-06,0.1700601428747177,,
2520,5.7412,0.09240527749061585,1.0146503532612595e-06,0.1946631669998169,,
2530,5.764,0.09090691208839416,8.461001009852809e-07,0.18138906359672546,,
2540,5.7868,0.09383203983306884,6.927900520646957e-07,0.17669492959976196,,
2550,5.8096,0.09606013298034669,5.547437706389435e-07,0.19238345324993134,,
2560,5.8324,0.09632084965705871,4.3198247476805566e-07,0.1743282973766327,,
2570,5.8552,0.0941402018070221,3.245250331714189e-07,0.1849101185798645,,
2580,5.878,0.09333451986312866,2.3238796232760706e-07,0.17279772460460663,,
2590,5.9008,0.09486978650093078,1.555854239357113e-07,0.17524465918540955,,
2600,5.9236,0.09429120421409606,9.412922273871471e-08,0.19511070847511292,,
2610,5.9464,0.09272476434707641,4.8028804709043806e-08,0.1712191253900528,,
2620,5.9692,0.09383828043937684,1.729125559668532e-08,0.18322353065013885,,
2630,5.992,0.09698532223701477,1.9212998401130223e-09,0.17632949352264404,,
2634,6.0,,,,0.44728031754493713,
2634,6.0,,,,,
