step,epoch,loss,reward_mean,reward_std,frac_zero_std,completion_len,clip_ratio,entropy,lr
50,0.0543,-0.0006093110423535109,,,,,0.0014742548228241503,0.19669964164495468,4.999739727449073e-06
51,0.0554,0.017821870744228363,,,,,0.0011001065431628376,0.1974421590566635,4.999714349883183e-06
52,0.0565,0.02592296153306961,,,,,0.0005893725174246356,0.17200905084609985,4.999687792057349e-06
53,0.0576,0.0015382720157504082,,,,,0.0008050323522184044,0.21554701030254364,4.99966005398411e-06
54,0.0587,-0.03599241003394127,,,,,0.0013088526029605418,0.17644184827804565,4.999631135676564e-06
55,0.0598,0.004717051051557064,,,,,0.000594352837651968,0.19072933495044708,4.9996010371483635e-06
56,0.0609,-0.009870177134871483,,,,,0.0012290790909901261,0.19170647114515305,4.999569758413721e-06
57,0.062,0.018011590465903282,0.640625,0.48450201749801636,0.125,137.63803100585938,0.0008822692325338721,0.18503108620643616,4.999537299487404e-06
58,0.063,-0.012354477308690548,,,,,0.0004734848625957966,0.20716189593076706,4.999503660384739e-06
59,0.0641,0.013363776728510857,,,,,0.0007548472203779966,0.20873358100652695,4.999468841121608e-06
60,0.0652,0.006419365294277668,,,,,0.00029682397143915296,0.1803559809923172,4.999432841714452e-06
61,0.0663,-0.008956292644143105,,,,,0.0013693044311366975,0.16982322931289673,4.999395662180269e-06
62,0.0674,0.014098847284913063,,,,,0.0007725876639597118,0.1984776332974434,4.999357302536613e-06
63,0.0685,-0.01625748723745346,,,,,0.000975766743067652,0.19911696761846542,4.999317762801594e-06
64,0.0696,-0.014729614369571209,,,,,0.00046103892964310944,0.19500307738780975,4.999277042993884e-06
65,0.0707,0.009932427667081356,0.6315104365348816,0.48504722118377686,0.2083333432674408,132.0182342529297,0.0006672152230748907,0.16973382234573364,4.999235143132708e-06
66,0.0717,0.009983738884329796,,,,,0.00029877503402531147,0.1769939437508583,4.999192063237849e-06
67,0.0728,0.010086055845022202,,,,,0.0006515032291645184,0.1823565885424614,4.999147803329648e-06
68,0.0739,-0.025330401957035065,,,,,0.0004589153977576643,0.1676475629210472,4.999102363429002e-06
69,0.075,0.0004137270152568817,,,,,0.0007989773293957114,0.17008571326732635,4.9990557435573665e-06
70,0.0761,0.002030016155913472,,,,,0.0004892367869615555,0.17686036229133606,4.999007943736752e-06
71,0.0772,0.005613739602267742,,,,,0.0006731010362273082,0.17657674103975296,4.99895896398973e-06
72,0.0783,-0.0034108050167560577,,,,,0.0012311553145991638,0.17005668580532074,4.9989088043394254e-06
73,0.0793,-0.006523057818412781,0.5572916865348816,0.5090296268463135,0.0,153.4166717529297,0.0011517193634063005,0.1857496276497841,4.998857464809521e-06
74,0.0804,0.007885402999818325,,,,,0.0011808725539594889,0.18956483155488968,4.9988049454242576e-06
75,0.0815,-0.012388390488922596,,,,,0.00041668154881335795,0.19849132746458054,4.9987512462084335e-06
76,0.0826,-0.024816229939460754,,,,,0.0006672436138615012,0.20376696437597275,4.998696367187401e-06
77,0.0837,0.020686587318778038,,,,,0.0008098486287053674,0.18877986073493958,4.998640308387074e-06
78,0.0848,0.01960921287536621,,,,,0.0006473066605394706,0.19371673464775085,4.998583069833919e-06
79,0.0859,-0.025783304125070572,,,,,0.0007389007660094649,0.16718991845846176,4.998524651554964e-06
80,0.087,-0.0030880309641361237,,,,,0.0014070507604628801,0.2079215794801712,4.99846505357779e-06
81,0.088,-0.02458016946911812,0.54296875,0.504654586315155,0.0416666679084301,145.7604217529297,0.0011582971492316574,0.21012002229690552,4.9984042759305375e-06
82,0.0891,0.0017313705757260323,,,,,0.000573942088522017,0.1975228637456894,4.998342318641902e-06
83,0.0902,0.0008204523473978043,,,,,0.0004767959180753678,0.1820407658815384,4.998279181741138e-06
84,0.0913,0.0005485806614160538,,,,,0.0006975267751840875,0.2309451773762703,4.998214865258056e-06
85,0.0924,0.010784836485981941,,,,,0.0008639367733849213,0.17720361053943634,4.998149369223024e-06
86,0.0935,0.007914111018180847,,,,,0.0016133819008246064,0.2011399045586586,4.998082693666967e-06
87,0.0946,-0.001775488257408142,,,,,0.0018384443537797779,0.21695563197135925,4.998014838621363e-06
88,0.0957,-0.01644406095147133,,,,,0.0011721347691491246,0.1895492747426033,4.997945804118254e-06
89,0.0967,0.010097311809659004,0.6953125,0.4608754515647888,0.0833333358168602,135.72396850585938,0.0013517977786250412,0.1554962322115898,4.997875590190234e-06
90,0.0978,-0.026692884042859077,,,,,0.0006503431941382587,0.14325542747974396,4.9978041968704545e-06
91,0.0989,0.014552338980138302,,,,,0.00044831554987467825,0.15416152030229568,4.997731624192625e-06
92,0.1,-0.0028790454380214214,,,,,0.0008751251443754882,0.15655148029327393,4.997657872191011e-06
93,0.1011,-0.007070349063724279,,,,,0.0010501777578610927,0.16077150404453278,4.997582940900435e-06
94,0.1022,0.0029846476390957832,,,,,0.0007319586584344506,0.18047171831130981,4.997506830356277e-06
95,0.1033,-0.010156874544918537,,,,,0.00030789183801971376,0.15375839173793793,4.997429540594472e-06
96,0.1043,0.012482255697250366,,,,,0.0008576503169024363,0.1729479655623436,4.997351071651515e-06
97,0.1054,0.026735614985227585,0.5833333730697632,0.49364981055259705,0.0416666679084301,127.11458587646484,0.0008070256153587252,0.17362751811742783,4.997271423564453e-06
98,0.1065,-0.003945538774132729,,,,,0.0003097367152804509,0.1604694053530693,4.997190596370895e-06
99,0.1076,-0.019219817593693733,,,,,0.0009993338026106358,0.16136960685253143,4.997108590109003e-06
100,0.1087,0.019761506468057632,,,,,0.000503355695400387,0.14518949389457703,4.997025404817497e-06
101,0.1098,0.00523148151114583,,,,,0.0004941019433317706,0.18608608841896057,4.996941040535654e-06
102,0.1109,-0.01631844788789749,,,,,0.0003402215661481023,0.16380594670772552,4.996855497303307e-06
103,0.112,-0.009058646857738495,,,,,0.0020761803607456386,0.17506711184978485,4.996768775160845e-06
104,0.113,-0.012113901786506176,,,,,0.0003306961734779179,0.15299705415964127,4.996680874149216e-06
105,0.1141,0.01727156713604927,0.5390625,0.49912211298942566,0.2083333432674408,154.4453125,0.001405970164341852,0.1799999624490738,4.996591794309922e-06
106,0.1152,0.0033988594077527523,,,,,0.0009352630004286766,0.1957930028438568,4.996501535685024e-06
107,0.1163,-0.005220139864832163,,,,,0.0013730422360822558,0.19588857889175415,4.996410098317137e-06
108,0.1174,0.03747668117284775,,,,,0.000720416137482971,0.19998371601104736,4.9963174822494356e-06
109,0.1185,-0.02115168608725071,,,,,0.0010095062898471951,0.19190934300422668,4.996223687525647e-06
110,0.1196,0.013922260142862797,,,,,0.0008242398325819522,0.2030320093035698,4.996128714190058e-06
111,0.1207,-0.013273784890770912,,,,,0.0011151984217576683,0.1774977520108223,4.996032562287513e-06
112,0.1217,-0.002441210439428687,,,,,0.0009970180690288544,0.1693982630968094,4.995935231863408e-06
113,0.1228,0.02839067205786705,0.6614583730697632,0.4779459238052368,0.1666666716337204,147.37240600585938,0.0006612281722482294,0.18282730132341385,4.9958367229636996e-06
114,0.1239,0.017302311956882477,,,,,0.0005445990391308442,0.191350556910038,4.995737035634899e-06
115,0.125,-0.02910531871020794,,,,,0.0006816882523708045,0.18069346994161606,4.995636169924075e-06
116,0.1261,0.024762950837612152,,,,,0.0012648111442103982,0.16507907211780548,4.9955341258788525e-06
117,0.1272,0.0008120043203234673,,,,,0.0005977339169476181,0.17418070882558823,4.995430903547412e-06
118,0.1283,-0.032871875911951065,,,,,0.001873031200375408,0.16210628300905228,4.995326502978489e-06
119,0.1293,-0.006446353625506163,,,,,0.0006297420914052054,0.17281492054462433,4.99522092422138e-06
120,0.1304,0.009885909967124462,,,,,0.0008864330302458256,0.16740407794713974,4.995114167325933e-06
121,0.1315,0.014376913197338581,0.5325521230697632,0.5015461444854736,0.0416666679084301,161.4557342529297,0.0006271243328228593,0.18920383602380753,4.9950062323425556e-06
122,0.1326,-0.0052925944328308105,,,,,0.0009392584906890988,0.194660022854805,4.9948971193222084e-06
123,0.1337,-0.008527345955371857,,,,,0.0009748543961904943,0.2011008784174919,4.99478682831641e-06
124,0.1348,0.00048753153532743454,,,,,0.000989628373645246,0.1937832310795784,4.994675359377237e-06
125,0.1359,0.0064615183509886265,,,,,0.0009747621661517769,0.18892397731542587,4.9945627125573196e-06
126,0.137,-0.01670830324292183,,,,,0.0010002376220654696,0.18939251452684402,4.994448887909843e-06
127,0.138,0.025049524381756783,,,,,0.0009904793405439705,0.18717385828495026,4.994333885488552e-06
128,0.1391,-0.004775055684149265,,,,,0.0013836637954227626,0.1894950494170189,4.994217705347747e-06
129,0.1402,-0.0005340562202036381,0.6067708730697632,0.4891042411327362,0.1666666716337204,128.0885467529297,0.0008291619305964559,0.18751022219657898,4.994100347542282e-06
130,0.1413,-0.010344257578253746,,,,,0.0003208213020116091,0.1970367357134819,4.993981812127569e-06
131,0.1424,0.017217667773365974,,,,,0.000652131624519825,0.17705558985471725,4.993862099159575e-06
132,0.1435,0.04109499976038933,,,,,0.0007589159940835088,0.213098905980587,4.9937412086948225e-06
133,0.1446,-0.02005065605044365,,,,,0.0012466407206375152,0.17446383088827133,4.993619140790393e-06
134,0.1457,-0.009632359258830547,,,,,0.0011078150128014386,0.19390732049942017,4.99349589550392e-06
135,0.1467,-0.005250626243650913,,,,,0.0015068354550749063,0.20484694093465805,4.993371472893595e-06
136,0.1478,0.012972447089850903,,,,,0.0007700468850089237,0.19288738071918488,4.993245873018167e-06
137,0.1489,0.009191378951072693,0.5924479365348816,0.49400612711906433,0.0416666679084301,132.46615600585938,0.0012699101644102484,0.17782790213823318,4.993119095936937e-06
138,0.15,-0.007915111258625984,,,,,0.0016239755495917052,0.20241671800613403,4.992991141709764e-06
139,0.1511,-0.01613323949277401,,,,,0.0011995902750641108,0.18774810433387756,4.992862010397064e-06
140,0.1522,-0.012801140546798706,,,,,0.0010337855492252856,0.18929390609264374,4.992731702059805e-06
141,0.1533,0.01884835958480835,,,,,0.001354395179077983,0.17435596883296967,4.992600216759515e-06
142,0.1543,-0.016233395785093307,,,,,0.0011834388715215027,0.18067917972803116,4.992467554558276e-06
143,0.1554,0.030066046863794327,,,,,0.0015509448130615056,0.19347142428159714,4.992333715518724e-06
144,0.1565,0.007582873106002808,,,,,0.0016621800605207682,0.19430356472730637,4.992198699704053e-06
145,0.1576,-0.0010844797361642122,0.5872396230697632,0.5028053522109985,0.0,152.2890625,0.0009274705371353775,0.19866957515478134,4.992062507178012e-06
146,0.1587,0.009153567254543304,,,,,0.0007450424018315971,0.1956070065498352,4.991925138004905e-06
147,0.1598,-0.014092447236180305,,,,,0.0008391629962716252,0.17109236866235733,4.9917865922495925e-06
148,0.1609,0.028507329523563385,,,,,0.0014996079844422638,0.18996255844831467,4.991646869977489e-06
149,0.162,-0.009882312268018723,,,,,0.0008932700584409758,0.20901671051979065,4.991505971254566e-06
150,0.163,0.010865333490073681,,,,,0.0006899407599121332,0.20158908516168594,4.9913638961473495e-06
151,0.1641,-0.015786686912178993,,,,,0.0005676844884874299,0.18924561887979507,4.991220644722923e-06
152,0.1652,-0.02010933682322502,,,,,0.0016803672770038247,0.18786606937646866,4.991076217048922e-06
153,0.1663,-0.0033974519465118647,0.5651041865348816,0.49639007449150085,0.125,133.1432342529297,0.0009454756800550967,0.18983478844165802,4.99093061319354e-06
154,0.1674,-0.0064920345321297646,,,,,0.0006997629243414849,0.19051510840654373,4.990783833225526e-06
155,0.1685,0.0018528960645198822,,,,,0.0009786197042558342,0.1962093561887741,4.9906358772141805e-06
156,0.1696,-0.021009724587202072,,,,,0.0006736351206200197,0.18318792432546616,4.990486745229364e-06
157,0.1707,0.008693881332874298,,,,,0.001283732446609065,0.18564549833536148,4.990336437341491e-06
158,0.1717,-0.00024302350357174873,,,,,0.0006115835276432335,0.18612323701381683,4.990184953621528e-06
159,0.1728,0.00013860047329217196,,,,,0.0009455384133616462,0.19284344464540482,4.990032294141003e-06
160,0.1739,0.02693016827106476,,,,,0.0018110188539139926,0.1937086209654808,4.989878458971992e-06
161,0.175,0.005571239162236452,0.609375,0.48852697014808655,0.0,155.13021850585938,0.0010548894642852247,0.18482039123773575,4.989723448187132e-06
162,0.1761,0.02556663379073143,,,,,0.0007985650590853766,0.18767166882753372,4.98956726185961e-06
163,0.1772,-0.02014753222465515,,,,,0.0011212979152332991,0.1804073229432106,4.9894099000631725e-06
164,0.1783,-0.008508965373039246,,,,,0.001248708227649331,0.18633703142404556,4.989251362872119e-06
165,0.1793,0.025251472368836403,,,,,0.001278725394513458,0.18422313034534454,4.989091650361303e-06
166,0.1804,0.0228432510048151,,,,,0.001811751862987876,0.17656469345092773,4.988930762606135e-06
167,0.1815,-0.040316689759492874,,,,,0.0010689518239814788,0.17441191524267197,4.9887686996825794e-06
168,0.1826,-0.026980416849255562,,,,,0.0013590052840299904,0.16066957265138626,4.9886054616671555e-06
169,0.1837,0.020760467275977135,0.66015625,0.476333886384964,0.0416666679084301,141.52084350585938,0.0007106366101652384,0.16820938140153885,4.988441048636937e-06
170,0.1848,-0.020465020090341568,,,,,0.001255679497262463,0.16491670906543732,4.988275460669553e-06
171,0.1859,0.004513501655310392,,,,,0.0006354778888635337,0.16391465812921524,4.988108697843187e-06
172,0.187,0.01182737946510315,,,,,0.0007989460282260552,0.16366856545209885,4.987940760236577e-06
173,0.188,0.017716139554977417,,,,,0.000894160068128258,0.17314192652702332,4.987771647929017e-06
174,0.1891,-0.00905019510537386,,,,,0.0008701855840627104,0.15858077257871628,4.9876013610003546e-06
175,0.1902,-0.02079441212117672,,,,,0.0008572663064114749,0.17508238554000854,4.9874298995309914e-06
176,0.1913,-0.019583921879529953,,,,,0.0015174848376773298,0.15656987577676773,4.987257263601885e-06
177,0.1924,-0.002926466055214405,0.6380208730697632,0.48119980096817017,0.1666666716337204,137.7604217529297,0.0008961529820226133,0.15517210960388184,4.9870834532945465e-06
178,0.1935,-0.04471666365861893,,,,,0.0012099946034140885,0.14355576783418655,4.986908468691042e-06
179,0.1946,0.024398047477006912,,,,,0.00014619882858823985,0.15312793850898743,4.986732309873992e-06
180,0.1957,0.0425872802734375,,,,,0.001200290978886187,0.1429513543844223,4.986554976926571e-06
181,0.1967,0.014447947032749653,,,,,0.0011190031364094466,0.16499146074056625,4.986376469932508e-06
182,0.1978,-0.007175230886787176,,,,,0.0011936786031583324,0.17720848321914673,4.9861967889760865e-06
183,0.1989,0.015646686777472496,,,,,0.0018696945044212043,0.1616666615009308,4.986015934142145e-06
184,0.2,-0.016170654445886612,,,,,0.0013047434331383556,0.15550049394369125,4.9858339055160746e-06
185,0.2011,-0.033103376626968384,0.6588541865348816,0.4747127294540405,0.0416666679084301,149.06771850585938,0.0006731315224897116,0.1865265890955925,4.985650703183822e-06
186,0.2022,0.01348742563277483,,,,,0.001471281109843403,0.19342467933893204,4.9854663272318874e-06
187,0.2033,-0.017254287376999855,,,,,0.001041845156578347,0.18094883859157562,4.985280777747326e-06
188,0.2043,0.024439623579382896,,,,,0.0008522389689460397,0.18261078745126724,4.9850940548177465e-06
189,0.2054,-0.006182719022035599,,,,,0.0010745941253844649,0.1946946159005165,4.98490615853131e-06
190,0.2065,-0.016194088384509087,,,,,0.0009604610677342862,0.17551373690366745,4.984717088976735e-06
191,0.2076,0.0262608639895916,,,,,0.0015295714256353676,0.20562554150819778,4.984526846243291e-06
192,0.2087,0.027679136022925377,,,,,0.0017022921820171177,0.1897418424487114,4.984335430420803e-06
193,0.2098,0.0038667982444167137,0.7018229365348816,0.46018704771995544,0.1666666716337204,144.20834350585938,0.0008490679610986263,0.14843488484621048,4.984142841599651e-06
194,0.2109,0.020518504083156586,,,,,0.0007331938541028649,0.15273118764162064,4.983949079870766e-06
195,0.212,-0.004232758656144142,,,,,0.0011482320551294833,0.15883785486221313,4.983754145325633e-06
196,0.213,0.007010102737694979,,,,,0.0004337767604738474,0.15326090902090073,4.9835580380562934e-06
197,0.2141,-0.016873961314558983,,,,,0.0009884818573482335,0.1493111178278923,4.983360758155341e-06
198,0.2152,0.028831545263528824,,,,,0.0013370476081036031,0.161101795732975,4.9831623057159215e-06
199,0.2163,-0.012749086134135723,,,,,0.0011846795678138733,0.14151911437511444,4.982962680831738e-06
200,0.2174,-0.009691703133285046,,,,,0.0016388522344641387,0.16862621903419495,4.982761883597043e-06
201,0.2185,-0.027934998273849487,0.5143229365348816,0.5023995041847229,0.0416666679084301,150.43490600585938,0.000541666813660413,0.1998472586274147,4.982559914106645e-06
202,0.2196,-0.000570978969335556,,,,,0.0011261828476563096,0.19571586698293686,4.982356772455906e-06
203,0.2207,0.02472870610654354,,,,,0.002147800289094448,0.20176974684000015,4.982152458740741e-06
204,0.2217,0.007892420515418053,,,,,0.0011725520016625524,0.19193360209465027,4.981946973057618e-06
205,0.2228,-0.0026123677380383015,,,,,0.0023715432034805417,0.2141967937350273,4.981740315503559e-06
206,0.2239,0.0017490740865468979,,,,,0.001349595026113093,0.2228817120194435,4.981532486176138e-06
207,0.225,-0.002603602595627308,,,,,0.0013976356713101268,0.19643203914165497,4.981323485173485e-06
208,0.2261,-0.017543548718094826,,,,,0.0014797422918491066,0.2047964334487915,4.9811133125942805e-06
209,0.2272,-0.006548233330249786,0.6015625,0.49021512269973755,0.2083333432674408,159.859375,0.0009114387503359467,0.1750163957476616,4.980901968537758e-06
210,0.2283,0.0063410187140107155,,,,,0.0005322156939655542,0.16548431664705276,4.980689453103707e-06
211,0.2293,0.009497365914285183,,,,,0.0008299576875288039,0.15413475781679153,4.980475766392467e-06
212,0.2304,-0.010026980191469193,,,,,0.00026579540281090885,0.1423775777220726,4.980260908504934e-06
213,0.2315,-0.010628738440573215,,,,,0.0001387347438139841,0.1615377590060234,4.980044879542553e-06
214,0.2326,0.00416297372430563,,,,,0.0007995540072442964,0.16106609255075455,4.979827679607324e-06
215,0.2337,-1.539476215839386e-06,,,,,0.0016833514673635364,0.17304129898548126,4.9796093088018006e-06
216,0.2348,0.0008639097213745117,,,,,0.001618951908312738,0.15649734437465668,4.979389767229087e-06
217,0.2359,0.02351432666182518,0.6041666865348816,0.48966696858406067,0.0833333358168602,136.3151092529297,0.0005518675752682611,0.20280732214450836,4.979169054992842e-06
218,0.237,0.02749668061733246,,,,,0.000924102874705568,0.19948479533195496,4.978947172197277e-06
219,0.238,-0.018413497135043144,,,,,0.0007482789806090295,0.1940820962190628,4.9787241189471555e-06
220,0.2391,-0.013634530827403069,,,,,0.0017903463449329138,0.19742289185523987,4.978499895347795e-06
221,0.2402,0.0038090627640485764,,,,,0.001043044961988926,0.22472131252288818,4.978274501505061e-06
222,0.2413,-0.01587638631463051,,,,,0.0017807211261242628,0.17455480992794037,4.978047937525379e-06
223,0.2424,0.03139954060316086,,,,,0.0017944587161764503,0.1991744041442871,4.977820203515722e-06
224,0.2435,-0.01749815233051777,,,,,0.0016994452744256705,0.19418732821941376,4.977591299583614e-06
225,0.2446,-0.0029806233942508698,0.58984375,0.49448761343955994,0.125,147.8385467529297,0.0009103116462938488,0.18156340718269348,4.9773612258371365e-06
226,0.2457,0.03149568662047386,,,,,0.0010959418723359704,0.1680070087313652,4.977129982384919e-06
227,0.2467,-0.04257458075881004,,,,,0.00099247157049831,0.1798056736588478,4.9768975693361456e-06
228,0.2478,-0.010193675756454468,,,,,0.0012621167406905442,0.16879719495773315,4.976663986800552e-06
229,0.2489,-0.010831805877387524,,,,,0.0012132541742175817,0.17757926881313324,4.976429234888426e-06
230,0.25,0.0009266762062907219,,,,,0.0015943740727379918,0.1699671894311905,4.976193313710608e-06
231,0.2511,-0.008348831906914711,,,,,0.0006002798327244818,0.16258764266967773,4.9759562233784895e-06
232,0.2522,0.020907487720251083,,,,,0.001583202974870801,0.18313581496477127,4.975717964004014e-06
233,0.2533,0.021097037941217422,0.6809896230697632,0.46879440546035767,0.125,163.30990600585938,0.000541858549695462,0.16820169240236282,4.975478535699679e-06
234,0.2543,-0.00712335342541337,,,,,0.0009686277189757675,0.16792252659797668,4.975237938578531e-06
235,0.2554,-0.007460945285856724,,,,,0.0006815817323513329,0.15810491144657135,4.974996172754171e-06
236,0.2565,-0.018682755529880524,,,,,0.000432208544225432,0.16251078248023987,4.9747532383407505e-06
237,0.2576,-0.03161389380693436,,,,,0.0015539659070782363,0.1819842979311943,4.974509135452972e-06
238,0.2587,0.0158490389585495,,,,,0.0002592688542790711,0.17687386274337769,4.974263864206092e-06
239,0.2598,-0.00019949674606323242,,,,,0.0015503799659200013,0.16171511262655258,4.9740174247159155e-06
240,0.2609,0.027967656031250954,,,,,0.0011106126476079226,0.18017267435789108,4.973769817098803e-06
241,0.262,-0.018868371844291687,0.6809896230697632,0.46879443526268005,0.125,145.47396850585938,0.0009614694572519511,0.1457919105887413,4.973521041471662e-06
242,0.263,-0.012028665281832218,,,,,0.0006797091918997467,0.12966829538345337,4.973271097951956e-06
243,0.2641,-0.028917385265231133,,,,,0.0014827564591541886,0.13633784651756287,4.9730199866576965e-06
244,0.2652,0.0037539824843406677,,,,,0.000767627585446462,0.1440773382782936,4.972767707707449e-06
245,0.2663,0.01840287446975708,,,,,0.0014927310985513031,0.14686569571495056,4.972514261220327e-06
246,0.2674,0.013108762912452221,,,,,0.0013656843802891672,0.1376597210764885,4.972259647315999e-06
247,0.2685,-0.016667688265442848,,,,,0.0005976310349069536,0.14327899366617203,4.972003866114683e-06
248,0.2696,0.017648611217737198,,,,,0.001308419363340363,0.13823877274990082,4.971746917737146e-06
249,0.2707,0.027193885296583176,0.6328125,0.48266708850860596,0.0416666679084301,171.5703125,0.0013832798576913774,0.16873521357774734,4.97148880230471e-06
250,0.2717,0.022469110786914825,,,,,0.0008084846849669702,0.16863927245140076,4.971229519939247e-06
251,0.2728,-0.04046878218650818,,,,,0.0013939416967332363,0.1394014060497284,4.970969070763178e-06
252,0.2739,-0.015989769250154495,,,,,0.000771331149735488,0.15138423442840576,4.970707454899476e-06
253,0.275,-0.0019538779743015766,,,,,0.001297970418818295,0.15666010230779648,4.9704446724716645e-06
254,0.2761,0.028939662501215935,,,,,0.0008057822415139526,0.14999720454216003,4.970180723603821e-06
255,0.2772,-0.009055109694600105,,,,,0.0010713570372899994,0.16468556225299835,4.969915608420568e-06
256,0.2783,0.021992528811097145,,,,,0.0009121382317971438,0.156389020383358,4.969649327047083e-06
257,0.2793,0.0016522863879799843,0.5169271230697632,0.502318263053894,0.2083333432674408,159.31771850585938,0.001590715954080224,0.16968218982219696,4.969381879609093e-06
